Filename,Siglevel,Langousis_Min1,Langousis_Min2,Langousis_Min3,Langousis_Time,Studentized_Residuals,Studentized_Residuals_Time,Anderson_Darling,Anderson_Darling_Time,CVM,CVM_Time
USC00353827_precipitation.csv,0.05,11.3534604092962,22.3353559238787,25.6101601426483,0.0223012,6.3,0.1424181,12.2,0.3022509,9.4,0.2609196
USC00354003_precipitation.csv,0.01,12.2502534841721,26.4656573748937,40.9902750340757,0.0528191,16.3,0.4422026,21.6,0.5275902,21.6,0.5117267
USC00354003_precipitation.csv,0.05,12.2502534841721,26.4656573748937,40.9902750340757,0.0450408,16.3,0.4586552,23.4,0.5568041,22.9,0.5404888
USC00355384_precipitation.csv,0.01,2.45936803071379,10.9959411701559,17.8845967805657,0.0480833,6.3,0.2335689,36.6,0.8055176,36.6,0.805492
USC00355384_precipitation.csv,0.05,2.45936803071379,10.9959411701559,17.8845967805657,0.0513135,6.3,0.2245129,37.1,0.8029412,36.6,0.7898177
USC00356213_precipitation.csv,0.01,9.96725848940926,15.5222221689632,17.9762468415512,0.039405,9.7,0.1064,23.6,0.5919973,23.6,0.5759648
USC00356213_precipitation.csv,0.05,9.96725848940926,15.5222221689632,17.9762468415512,0.0479941,9.7,0.1119781,25.7,0.6182209,25.7,0.6193913
USC00356883_precipitation.csv,0.01,9.49504880259219,11.4257902523272,14.6211404285198,0.0307887,0.3,0.0005224,10.9,0.2669947,10.9,0.2688357
USC00356883_precipitation.csv,0.05,9.49504880259219,11.4257902523272,14.6211404285198,0.0190255,0.3,0.0006124,10.9,0.2904228,10.9,0.2949587
USC00356907_precipitation.csv,0.01,12.4367734380394,16.8227960417338,26.3963853756388,0.0581555,9.9,0.1242794,24.4,0.6767972,24.4,0.6886702
USC00356907_precipitation.csv,0.05,12.4367734380394,16.8227960417338,26.3963853756388,0.0590301,9.9,0.1265917,25.7,0.682852,25.1,0.6726711
USC00358746_precipitation.csv,0.01,11.6152320997537,18.5502909697167,20.0449784344567,0.0161589,0.3,0.0004907,19.6,0.4110506,19.6,0.4237383
USC00358746_precipitation.csv,0.05,11.6152320997537,18.5502909697167,20.0449784344567,0.0240824,9.1,0.1428218,19.6,0.4190818,19.6,0.3897398
USC00358997_precipitation.csv,0.01,11.5065427898306,16.9023217430195,22.3769978906357,0.0213016,7.4,0.1041725,12.2,0.3225838,12.2,0.2987754
USC00358997_precipitation.csv,0.05,11.5065427898306,16.9023217430195,22.3769978906357,0.0319056,7.4,0.1034907,12.7,0.3154032,12.7,0.3152132
USC00360022_precipitation.csv,0.01,25.1332820875653,43.3825065273032,56.9955919067836,0.0580829,16.3,0.1242649,22.9,0.6595134,22.9,0.6382969
USC00360022_precipitation.csv,0.05,25.1332820875653,43.3825065273032,56.9955919067836,0.0448627,16.3,0.1154151,22.9,0.6654303,22.9,0.6567187
USC00360475_precipitation.csv,0.01,12.8263033818641,23.7757415393626,30.5801569252321,0.0399192,14.5,0.100727,23.6,0.6284775,22.4,0.5929495
USC00360475_precipitation.csv,0.05,12.8263033818641,23.7757415393626,30.5801569252321,0.0416835,14.5,0.1059114,23.6,0.6364715,23.6,0.6290523
USC00362108_precipitation.csv,0.01,12.4094493003356,41.8250098365555,54.5662598686531,0.0568802,13,0.1186135,22.9,0.6227949,22.6,0.6004899
USC00362108_precipitation.csv,0.05,12.4094493003356,41.8250098365555,54.5662598686531,0.0518814,13,0.1108245,23.1,0.6247168,23.1,0.6217252
USC00363028_precipitation.csv,0.01,32.3953878896479,34.0739345250835,42.3055403438141,0.0569702,15,0.107943,25.4,0.701431,25.4,0.6823709
USC00363028_precipitation.csv,0.05,32.3953878896479,34.0739345250835,42.3055403438141,0.0484755,15,0.1065436,25.4,0.698313,25.4,0.6958144
USC00366233_precipitation.csv,0.01,9.78195598132519,14.874407893001,17.3283296761249,0.0540963,0.3,0.0007382,25.4,0.6800885,25.4,0.6616712
USC00366233_precipitation.csv,0.05,9.78195598132519,14.874407893001,17.3283296761249,0.0471686,0.3,0.0008795,28.7,0.7302516,28.7,0.7391068
USC00367409_precipitation.csv,0.01,15.4967097631017,22.9219790157585,34.9954786899384,0.0481278,0.3,0.0006447,23.1,0.6419814,23.1,0.6312845
USC00367409_precipitation.csv,0.05,15.4967097631017,22.9219790157585,34.9954786899384,0.0589778,0.3,0.0008836,23.4,0.6345403,23.4,0.6413845
USC00367863_precipitation.csv,0.01,16.5801304176905,20.4513948838141,44.9043407677023,0.0574675,16.3,0.1107895,21.6,0.648387,21.6,0.6358783
USC00367863_precipitation.csv,0.05,16.5801304176905,20.4513948838141,44.9043407677023,0.0720594,16.3,0.1157027,26.7,0.7447785,26.7,0.7519719
USC00368449_precipitation.csv,0.01,12.8239668598662,17.1423581255629,28.7108415782337,0.0608456,13,0.2069815,29,0.7405635,23.1,0.6302161
USC00368449_precipitation.csv,0.05,12.8239668598662,17.1423581255629,28.7108415782337,0.0520871,13,0.200233,30.5,0.7731971,30.5,0.7684676
USC00368596_precipitation.csv,0.01,0.87387908993203,19.2332226522216,22.3417108081272,0.0976736,19.1,0.1682181,29,0.7623386,29,0.7502691
