Filename, Percentage Available, Total Days, Available Rows
ASN00039018_precipitation.csv, 44.00, 100017, 44003
ASN00039019_precipitation.csv, 32.10, 100017, 32109
ASN00039020_precipitation.csv, 91.05, 40032, 36450
ASN00039022_precipitation.csv, 49.79, 100017, 49799
ASN00039028_precipitation.csv, 58.15, 41070, 23881
ASN00039035_precipitation.csv, 8.98, 100017, 8977
ASN00039036_precipitation.csv, 47.35, 100017, 47355
ASN00039037_precipitation.csv, 78.45, 49431, 38778
ASN00039039_precipitation.csv, 79.76, 50638, 40391
ASN00039040_precipitation.csv, 43.33, 100017, 43336
ASN00039043_precipitation.csv, 32.70, 100017, 32702
ASN00039044_precipitation.csv, 27.12, 100017, 27122
ASN00039048_precipitation.csv, 31.57, 100017, 31573
ASN00039049_precipitation.csv, 40.57, 100017, 40575
ASN00039054_precipitation.csv, 34.89, 100017, 34899
ASN00039059_precipitation.csv, 30.71, 100017, 30715
ASN00039065_precipitation.csv, 89.03, 45436, 40450
ASN00039066_precipitation.csv, 7.40, 100015, 7398
ASN00039067_precipitation.csv, 44.40, 100017, 44412
ASN00039068_precipitation.csv, 39.18, 100017, 39188
ASN00039069_precipitation.csv, 94.57, 43708, 41333
ASN00039070_precipitation.csv, 49.11, 100017, 49120
ASN00039071_precipitation.csv, 27.56, 100017, 27564
ASN00039073_precipitation.csv, 39.27, 100017, 39273
ASN00039077_precipitation.csv, 30.01, 100017, 30011
ASN00039078_precipitation.csv, 82.54, 40056, 33064
ASN00039079_precipitation.csv, 91.26, 41315, 37706
ASN00039083_precipitation.csv, 30.99, 100306, 31086
ASN00039084_precipitation.csv, 94.40, 44479, 41986
ASN00039085_precipitation.csv, 48.03, 100045, 48047
ASN00039089_precipitation.csv, 33.59, 100017, 33595
ASN00039092_precipitation.csv, 27.28, 100017, 27284
ASN00039095_precipitation.csv, 25.37, 100017, 25371
ASN00039097_precipitation.csv, 38.17, 100017, 38173
ASN00039098_precipitation.csv, 79.34, 48426, 38421
ASN00039102_precipitation.csv, 34.88, 100015, 34881
ASN00039104_precipitation.csv, 29.91, 100017, 29911
ASN00039106_precipitation.csv, 24.70, 100017, 24709
ASN00039123_precipitation.csv, 24.04, 100306, 24109
ASN00039128_precipitation.csv, 23.31, 100017, 23313
ASN00039129_precipitation.csv, 27.49, 100017, 27498
ASN00039135_precipitation.csv, 27.05, 100017, 27055
ASN00039142_precipitation.csv, 22.43, 100017, 22435
ASN00039151_precipitation.csv, 24.93, 100017, 24932
ASN00039158_precipitation.csv, 17.02, 100017, 17023
ASN00039186_precipitation.csv, 22.86, 100017, 22867
ASN00039201_precipitation.csv, 27.24, 100017, 27241
ASN00039203_precipitation.csv, 23.50, 100017, 23502
ASN00039205_precipitation.csv, 23.32, 100017, 23320
ASN00039218_precipitation.csv, 22.35, 100017, 22350
ASN00039220_precipitation.csv, 27.97, 100017, 27971
ASN00039222_precipitation.csv, 20.98, 100017, 20982
ASN00039230_precipitation.csv, 99.32, 41059, 40780
ASN00039241_precipitation.csv, 17.88, 100017, 17880
ASN00039242_precipitation.csv, 24.84, 100017, 24846
ASN00039248_precipitation.csv, 24.54, 100017, 24544
ASN00039252_precipitation.csv, 16.50, 100017, 16500
ASN00039255_precipitation.csv, 22.99, 100017, 22991
ASN00039256_precipitation.csv, 17.18, 100017, 17184
ASN00039258_precipitation.csv, 9.97, 100017, 9968
ASN00039278_precipitation.csv, 21.36, 99772, 21313
ASN00039290_precipitation.csv, 7.46, 100017, 7461
ASN00039303_precipitation.csv, 15.73, 100017, 15728
ASN00039313_precipitation.csv, 7.84, 100017, 7844
ASN00039314_precipitation.csv, 13.36, 100017, 13363
ASN00039319_precipitation.csv, 8.14, 100017, 8140
ASN00039321_precipitation.csv, 8.12, 100017, 8119
ASN00039326_precipitation.csv, 10.65, 100017, 10652
ASN00039332_precipitation.csv, 10.98, 100017, 10980
ASN00039334_precipitation.csv, 10.61, 100017, 10609
ASN00039338_precipitation.csv, 7.70, 100017, 7700
ASN00039339_precipitation.csv, 7.93, 100017, 7934
ASN00039340_precipitation.csv, 7.87, 100017, 7871
ASN00039341_precipitation.csv, 8.21, 100017, 8215
ASN00039343_precipitation.csv, 9.51, 100017, 9515
ASN00039346_precipitation.csv, 9.55, 100017, 9551
ASN00039349_precipitation.csv, 7.86, 100017, 7863
ASN00040004_precipitation.csv, 29.78, 100017, 29786
ASN00040013_precipitation.csv, 87.97, 44448, 39103
ASN00040014_precipitation.csv, 92.89, 45865, 42602
ASN00040020_precipitation.csv, 38.27, 100017, 38281
ASN00040021_precipitation.csv, 96.88, 43633, 42272
ASN00040024_precipitation.csv, 91.82, 40968, 37616
ASN00040026_precipitation.csv, 9.45, 100017, 9447
ASN00040028_precipitation.csv, 24.57, 100017, 24579
ASN00040038_precipitation.csv, 85.47, 46037, 39350
ASN00040042_precipitation.csv, 38.28, 100017, 38282
ASN00040043_precipitation.csv, 49.26, 100017, 49265
ASN00040047_precipitation.csv, 86.73, 47177, 40918
ASN00040051_precipitation.csv, 27.07, 100017, 27073
ASN00040056_precipitation.csv, 36.89, 100017, 36896
ASN00040059_precipitation.csv, 96.05, 43399, 41684
ASN00040060_precipitation.csv, 82.83, 44468, 36831
ASN00040062_precipitation.csv, 89.51, 40216, 35998
ASN00040068_precipitation.csv, 47.07, 100017, 47075
ASN00040071_precipitation.csv, 28.68, 100017, 28680
ASN00040075_precipitation.csv, 49.00, 100045, 49018
ASN00040078_precipitation.csv, 42.25, 100017, 42262
ASN00040079_precipitation.csv, 45.40, 100017, 45409
ASN00040082_precipitation.csv, 45.83, 100017, 45841
ASN00040083_precipitation.csv, 46.22, 100017, 46226
ASN00040089_precipitation.csv, 39.95, 100017, 39960
ASN00040091_precipitation.csv, 91.08, 43877, 39964
ASN00040093_precipitation.csv, 48.98, 100017, 48993
ASN00040094_precipitation.csv, 45.87, 100017, 45878
ASN00040095_precipitation.csv, 84.74, 40766, 34546
ASN00040096_precipitation.csv, 47.42, 100017, 47426
ASN00040098_precipitation.csv, 97.36, 41088, 40004
ASN00040099_precipitation.csv, 37.25, 100017, 37252
ASN00040101_precipitation.csv, 87.31, 43645, 38108
ASN00040104_precipitation.csv, 47.58, 100017, 47590
ASN00040106_precipitation.csv, 43.92, 100017, 43929
ASN00040110_precipitation.csv, 90.04, 48457, 43632
ASN00040111_precipitation.csv, 48.68, 100017, 48685
ASN00040117_precipitation.csv, 94.19, 43190, 40681
ASN00040118_precipitation.csv, 27.10, 100017, 27104
ASN00040120_precipitation.csv, 47.81, 100017, 47818
ASN00040123_precipitation.csv, 42.41, 100017, 42417
ASN00040124_precipitation.csv, 92.12, 41818, 38522
ASN00040126_precipitation.csv, 50.09, 100017, 50096
ASN00040135_precipitation.csv, 36.17, 100017, 36178
ASN00040136_precipitation.csv, 64.86, 40816, 26475
ASN00040138_precipitation.csv, 66.44, 41548, 27606
ASN00040139_precipitation.csv, 30.10, 100017, 30106
ASN00040140_precipitation.csv, 41.07, 100017, 41075
ASN00040141_precipitation.csv, 39.17, 100017, 39178
ASN00040144_precipitation.csv, 29.21, 100017, 29217
ASN00040145_precipitation.csv, 38.08, 100017, 38090
ASN00040151_precipitation.csv, 43.60, 100017, 43610
ASN00040157_precipitation.csv, 95.23, 44367, 42249
ASN00040158_precipitation.csv, 97.39, 48307, 47044
ASN00040160_precipitation.csv, 94.82, 47268, 44820
ASN00040166_precipitation.csv, 89.74, 44416, 39858
ASN00040167_precipitation.csv, 28.47, 100017, 28479
ASN00040169_precipitation.csv, 37.56, 100017, 37564
ASN00040170_precipitation.csv, 33.26, 100017, 33267
ASN00040171_precipitation.csv, 96.44, 46172, 44530
ASN00040177_precipitation.csv, 28.70, 100017, 28707
ASN00040183_precipitation.csv, 93.71, 40269, 37738
ASN00040184_precipitation.csv, 46.53, 100017, 46533
ASN00040186_precipitation.csv, 33.90, 100017, 33905
ASN00040189_precipitation.csv, 30.67, 100017, 30676
ASN00040190_precipitation.csv, 95.85, 48335, 46328
ASN00040196_precipitation.csv, 44.15, 100017, 44155
ASN00040197_precipitation.csv, 44.14, 100017, 44146
ASN00040199_precipitation.csv, 37.38, 100017, 37388
ASN00040200_precipitation.csv, 88.25, 44560, 39325
ASN00040203_precipitation.csv, 91.40, 40468, 36988
ASN00040205_precipitation.csv, 96.18, 40537, 38988
ASN00040209_precipitation.csv, 9.45, 100017, 9453
ASN00040210_precipitation.csv, 80.85, 41363, 33443
ASN00040211_precipitation.csv, 32.93, 100017, 32933
ASN00040212_precipitation.csv, 34.19, 100017, 34199
ASN00040214_precipitation.csv, 85.82, 55882, 47957
ASN00040216_precipitation.csv, 66.94, 43219, 28929
ASN00040224_precipitation.csv, 41.99, 100017, 41999
ASN00040225_precipitation.csv, 88.13, 44682, 39377
ASN00040226_precipitation.csv, 83.74, 44652, 37393
ASN00040229_precipitation.csv, 90.83, 42154, 38290
ASN00040231_precipitation.csv, 42.63, 100042, 42645
ASN00040237_precipitation.csv, 44.27, 100017, 44281
ASN00040242_precipitation.csv, 90.07, 43859, 39503
ASN00040244_precipitation.csv, 89.07, 47974, 42729
ASN00040245_precipitation.csv, 91.14, 42521, 38752
ASN00040246_precipitation.csv, 34.42, 100017, 34424
ASN00040247_precipitation.csv, 34.96, 100017, 34967
ASN00040255_precipitation.csv, 37.58, 100017, 37589
ASN00040257_precipitation.csv, 93.43, 41297, 38585
ASN00040258_precipitation.csv, 32.40, 99997, 32403
ASN00040259_precipitation.csv, 26.68, 100017, 26688
ASN00040265_precipitation.csv, 51.44, 41715, 21457
ASN00040269_precipitation.csv, 22.73, 100017, 22731
ASN00040284_precipitation.csv, 28.18, 100017, 28180
ASN00040289_precipitation.csv, 18.22, 100017, 18224
ASN00040290_precipitation.csv, 63.53, 41426, 26319
ASN00040301_precipitation.csv, 23.07, 100017, 23069
ASN00040307_precipitation.csv, 22.92, 100017, 22923
ASN00040312_precipitation.csv, 21.22, 99986, 21221
ASN00040317_precipitation.csv, 22.43, 100017, 22434
ASN00040319_precipitation.csv, 20.33, 100017, 20336
ASN00040320_precipitation.csv, 20.12, 100017, 20124
ASN00040334_precipitation.csv, 7.29, 100017, 7294
ASN00040335_precipitation.csv, 8.53, 100017, 8529
ASN00040341_precipitation.csv, 8.02, 100017, 8022
ASN00040343_precipitation.csv, 25.12, 100017, 25127
ASN00040345_precipitation.csv, 8.41, 100017, 8414
ASN00040374_precipitation.csv, 45.23, 100017, 45241
ASN00040376_precipitation.csv, 7.88, 100017, 7879
ASN00040382_precipitation.csv, 98.52, 43126, 42486
ASN00040388_precipitation.csv, 23.42, 100017, 23427
ASN00040390_precipitation.csv, 23.79, 100017, 23797
ASN00040394_precipitation.csv, 20.68, 100017, 20686
ASN00040395_precipitation.csv, 25.52, 100017, 25523
ASN00040396_precipitation.csv, 34.09, 100017, 34095
ASN00040400_precipitation.csv, 31.86, 100017, 31869
ASN00040405_precipitation.csv, 9.03, 100017, 9027
ASN00040412_precipitation.csv, 19.45, 100017, 19454
ASN00040416_precipitation.csv, 7.21, 100017, 7211
ASN00040417_precipitation.csv, 18.19, 100017, 18193
ASN00040421_precipitation.csv, 83.22, 44894, 37359
ASN00040424_precipitation.csv, 36.55, 100017, 36559
ASN00040430_precipitation.csv, 19.96, 99956, 19948
ASN00040449_precipitation.csv, 19.54, 100017, 19539
ASN00040455_precipitation.csv, 26.88, 100017, 26888
ASN00040458_precipitation.csv, 17.87, 100017, 17876
ASN00040463_precipitation.csv, 18.83, 100017, 18831
ASN00040469_precipitation.csv, 21.41, 100017, 21417
ASN00040478_precipitation.csv, 14.00, 100017, 14000
ASN00040480_precipitation.csv, 19.23, 100017, 19235
ASN00040485_precipitation.csv, 24.21, 100017, 24211
ASN00040490_precipitation.csv, 18.50, 100017, 18501
ASN00040493_precipitation.csv, 21.81, 100017, 21816
ASN00040500_precipitation.csv, 16.03, 100017, 16034
ASN00040503_precipitation.csv, 8.11, 100017, 8110
ASN00040516_precipitation.csv, 9.24, 100017, 9240
ASN00040517_precipitation.csv, 25.99, 100017, 25992
ASN00040524_precipitation.csv, 32.50, 100017, 32509
ASN00040534_precipitation.csv, 24.38, 100017, 24382
ASN00040537_precipitation.csv, 15.80, 100017, 15800
ASN00040550_precipitation.csv, 34.95, 100017, 34960
ASN00040584_precipitation.csv, 15.99, 100017, 15992
ASN00040607_precipitation.csv, 15.50, 100017, 15507
ASN00040609_precipitation.csv, 18.02, 100017, 18021
ASN00040635_precipitation.csv, 21.50, 100017, 21500
ASN00040659_precipitation.csv, 16.25, 100017, 16252
ASN00040671_precipitation.csv, 24.59, 100017, 24590
ASN00040672_precipitation.csv, 18.06, 100017, 18063
ASN00040677_precipitation.csv, 18.84, 100017, 18847
ASN00040686_precipitation.csv, 14.97, 100017, 14976
ASN00040688_precipitation.csv, 10.88, 100017, 10885
ASN00040693_precipitation.csv, 21.27, 100017, 21274
ASN00040695_precipitation.csv, 26.06, 99591, 25950
ASN00040708_precipitation.csv, 15.02, 100017, 15022
ASN00040714_precipitation.csv, 7.83, 100017, 7830
ASN00040715_precipitation.csv, 15.87, 100017, 15875
ASN00040717_precipitation.csv, 14.33, 100017, 14332
ASN00040738_precipitation.csv, 7.87, 100017, 7876
ASN00040754_precipitation.csv, 8.08, 100017, 8083
ASN00040759_precipitation.csv, 12.54, 100017, 12540
ASN00040761_precipitation.csv, 8.15, 100017, 8152
ASN00040762_precipitation.csv, 7.76, 100017, 7763
ASN00040763_precipitation.csv, 10.60, 100017, 10602
ASN00040764_precipitation.csv, 10.37, 100017, 10373
ASN00040770_precipitation.csv, 10.93, 100017, 10930
ASN00040777_precipitation.csv, 6.23, 100017, 6234
ASN00040778_precipitation.csv, 8.21, 100017, 8207
ASN00040782_precipitation.csv, 8.35, 100017, 8352
ASN00040784_precipitation.csv, 8.30, 100017, 8302
ASN00040785_precipitation.csv, 8.45, 100017, 8452
ASN00040786_precipitation.csv, 8.33, 100017, 8335
ASN00040788_precipitation.csv, 6.17, 100017, 6176
ASN00040790_precipitation.csv, 6.61, 100017, 6613
ASN00040791_precipitation.csv, 0.65, 97937, 640
ASN00040793_precipitation.csv, 7.38, 100017, 7378
ASN00040794_precipitation.csv, 8.06, 100017, 8062
ASN00040796_precipitation.csv, 0.40, 99871, 399
ASN00040801_precipitation.csv, 7.26, 100017, 7257
ASN00040808_precipitation.csv, 12.32, 100017, 12325
ASN00040811_precipitation.csv, 7.83, 100017, 7832
ASN00040814_precipitation.csv, 8.18, 100017, 8182
ASN00040816_precipitation.csv, 8.05, 100017, 8049
ASN00040823_precipitation.csv, 8.07, 100017, 8076
ASN00040824_precipitation.csv, 8.21, 100017, 8216
ASN00040825_precipitation.csv, 7.77, 100017, 7772
ASN00040827_precipitation.csv, 6.95, 100017, 6956
ASN00040829_precipitation.csv, 8.30, 100017, 8299
ASN00040830_precipitation.csv, 7.99, 100017, 7988
ASN00040832_precipitation.csv, 8.09, 100017, 8092
ASN00040833_precipitation.csv, 8.54, 100017, 8542
ASN00040836_precipitation.csv, 7.87, 100017, 7870
ASN00040841_precipitation.csv, 7.96, 100017, 7963
ASN00040842_precipitation.csv, 10.52, 100017, 10526
ASN00040844_precipitation.csv, 8.31, 100017, 8309
ASN00040845_precipitation.csv, 8.39, 100045, 8390
ASN00040846_precipitation.csv, 8.46, 100017, 8458
ASN00040847_precipitation.csv, 6.70, 100017, 6705
ASN00040848_precipitation.csv, 7.67, 100017, 7673
ASN00040849_precipitation.csv, 11.72, 100017, 11721
ASN00040850_precipitation.csv, 9.57, 100015, 9576
ASN00040853_precipitation.csv, 9.23, 99591, 9196
ASN00040854_precipitation.csv, 11.43, 100017, 11432
ASN00040856_precipitation.csv, 11.69, 100017, 11687
ASN00040861_precipitation.csv, 10.54, 100016, 10541
ASN00040865_precipitation.csv, 7.00, 100017, 7005
ASN00040867_precipitation.csv, 7.89, 100017, 7891
ASN00040868_precipitation.csv, 6.90, 100017, 6905
ASN00040876_precipitation.csv, 8.44, 99956, 8436
ASN00040878_precipitation.csv, 8.52, 100017, 8525
ASN00040881_precipitation.csv, 8.38, 100017, 8378
ASN00040882_precipitation.csv, 8.42, 100017, 8423
ASN00040889_precipitation.csv, 7.58, 100017, 7579
ASN00040891_precipitation.csv, 7.06, 100017, 7062
ASN00040892_precipitation.csv, 7.81, 100017, 7816
ASN00040893_precipitation.csv, 7.17, 100017, 7168
ASN00040896_precipitation.csv, 7.63, 100017, 7627
ASN00040902_precipitation.csv, 8.49, 100017, 8488
ASN00040903_precipitation.csv, 8.13, 100017, 8133
ASN00040904_precipitation.csv, 8.43, 100017, 8435
ASN00040905_precipitation.csv, 7.99, 100017, 7992
ASN00040906_precipitation.csv, 8.42, 100017, 8419
ASN00040907_precipitation.csv, 7.37, 100017, 7371
ASN00040908_precipitation.csv, 10.43, 100306, 10458
ASN00040912_precipitation.csv, 7.97, 100017, 7975
ASN00040913_precipitation.csv, 8.84, 100017, 8843
ASN00040914_precipitation.csv, 8.27, 100016, 8273
ASN00040922_precipitation.csv, 8.28, 100017, 8284
ASN00040924_precipitation.csv, 8.24, 100017, 8240
ASN00040928_precipitation.csv, 8.22, 100017, 8224
ASN00040931_precipitation.csv, 7.66, 100017, 7665
ASN00040932_precipitation.csv, 7.89, 100017, 7894
ASN00040933_precipitation.csv, 7.92, 100017, 7926
ASN00040934_precipitation.csv, 7.49, 100017, 7488
ASN00040935_precipitation.csv, 7.78, 100017, 7782
ASN00040936_precipitation.csv, 6.42, 100017, 6426
ASN00040937_precipitation.csv, 7.76, 100017, 7763
ASN00040938_precipitation.csv, 7.55, 100017, 7548
ASN00040939_precipitation.csv, 7.82, 100017, 7824
ASN00040940_precipitation.csv, 7.53, 100017, 7531
ASN00040941_precipitation.csv, 7.58, 100017, 7585
ASN00040942_precipitation.csv, 7.66, 100017, 7664
ASN00040943_precipitation.csv, 7.36, 100017, 7358
ASN00040944_precipitation.csv, 7.65, 100017, 7649
ASN00040945_precipitation.csv, 7.77, 100017, 7774
ASN00040946_precipitation.csv, 7.22, 100017, 7225
ASN00040947_precipitation.csv, 7.82, 100017, 7823
ASN00040948_precipitation.csv, 7.96, 100017, 7965
ASN00040949_precipitation.csv, 7.81, 100017, 7808
ASN00040958_precipitation.csv, 7.26, 100017, 7263
ASN00040962_precipitation.csv, 5.42, 100017, 5418
ASN00040964_precipitation.csv, 6.85, 100017, 6856
ASN00040965_precipitation.csv, 13.54, 100017, 13538
ASN00040969_precipitation.csv, 7.05, 100017, 7048
ASN00040973_precipitation.csv, 6.19, 100017, 6192
ASN00040976_precipitation.csv, 7.04, 100017, 7044
ASN00040978_precipitation.csv, 6.55, 100017, 6552
ASN00040979_precipitation.csv, 6.23, 100017, 6234
ASN00040980_precipitation.csv, 6.30, 100017, 6302
ASN00040981_precipitation.csv, 4.61, 100017, 4606
ASN00041001_precipitation.csv, 97.81, 41393, 40488
ASN00041003_precipitation.csv, 73.66, 44925, 33094
ASN00041005_precipitation.csv, 39.56, 100017, 39570
ASN00041008_precipitation.csv, 76.05, 40727, 30974
ASN00041009_precipitation.csv, 26.53, 100017, 26539
ASN00041011_precipitation.csv, 95.37, 46473, 44320
ASN00041012_precipitation.csv, 38.34, 100017, 38346
ASN00041013_precipitation.csv, 45.98, 100017, 45988
ASN00041014_precipitation.csv, 28.48, 100017, 28487
ASN00041016_precipitation.csv, 18.62, 100017, 18623
ASN00041017_precipitation.csv, 96.77, 48145, 46590
ASN00041018_precipitation.csv, 45.48, 99742, 45364
ASN00041019_precipitation.csv, 66.93, 54800, 36680
ASN00041022_precipitation.csv, 46.18, 100017, 46188
ASN00041023_precipitation.csv, 88.92, 43361, 38557
ASN00041024_precipitation.csv, 40.60, 100017, 40611
ASN00041034_precipitation.csv, 82.12, 51386, 42200
ASN00041037_precipitation.csv, 97.32, 41944, 40819
ASN00041038_precipitation.csv, 94.15, 40485, 38115
ASN00041041_precipitation.csv, 35.04, 100017, 35043
ASN00041047_precipitation.csv, 47.34, 100017, 47345
ASN00041050_precipitation.csv, 45.08, 100017, 45087
ASN00041051_precipitation.csv, 83.46, 47146, 39347
ASN00041052_precipitation.csv, 38.79, 100017, 38796
ASN00041053_precipitation.csv, 44.19, 100017, 44193
ASN00041056_precipitation.csv, 48.02, 100017, 48029
ASN00041062_precipitation.csv, 30.06, 100017, 30061
ASN00041063_precipitation.csv, 97.88, 48685, 47652
ASN00041069_precipitation.csv, 97.55, 41839, 40815
ASN00041072_precipitation.csv, 44.38, 100017, 44388
ASN00041082_precipitation.csv, 48.54, 100017, 48548
ASN00041083_precipitation.csv, 44.66, 100017, 44665
ASN00041085_precipitation.csv, 23.64, 100017, 23640
ASN00041086_precipitation.csv, 27.17, 100017, 27179
ASN00041090_precipitation.csv, 7.55, 100017, 7549
ASN00041091_precipitation.csv, 11.94, 100017, 11940
ASN00041092_precipitation.csv, 7.77, 100007, 7772
ASN00041095_precipitation.csv, 48.06, 100017, 48069
ASN00041096_precipitation.csv, 8.68, 100015, 8685
ASN00041098_precipitation.csv, 36.96, 100017, 36970
ASN00041100_precipitation.csv, 46.18, 100017, 46188
ASN00041103_precipitation.csv, 91.24, 48059, 43849
ASN00041106_precipitation.csv, 30.27, 100017, 30280
ASN00041110_precipitation.csv, 82.46, 41539, 34252
ASN00041111_precipitation.csv, 81.38, 43523, 35418
ASN00041112_precipitation.csv, 7.51, 100017, 7513
ASN00041115_precipitation.csv, 19.56, 100017, 19563
ASN00041116_precipitation.csv, 45.96, 100017, 45971
ASN00041120_precipitation.csv, 40.90, 100017, 40904
ASN00041126_precipitation.csv, 88.62, 40938, 36279
ASN00041127_precipitation.csv, 92.29, 40481, 37361
ASN00041128_precipitation.csv, 41.02, 100017, 41027
ASN00041134_precipitation.csv, 25.97, 100017, 25970
ASN00041145_precipitation.csv, 31.95, 100017, 31954
ASN00041152_precipitation.csv, 6.91, 100017, 6908
ASN00041162_precipitation.csv, 6.32, 100017, 6326
ASN00041166_precipitation.csv, 23.49, 100017, 23494
ASN00041167_precipitation.csv, 21.74, 100017, 21740
ASN00041169_precipitation.csv, 6.20, 100017, 6202
ASN00041175_precipitation.csv, 19.90, 100017, 19907
ASN00041182_precipitation.csv, 22.72, 100017, 22724
ASN00041198_precipitation.csv, 22.29, 100017, 22294
ASN00041208_precipitation.csv, 23.54, 100017, 23548
ASN00041219_precipitation.csv, 23.26, 100017, 23267
ASN00041229_precipitation.csv, 10.48, 100017, 10477
ASN00041230_precipitation.csv, 6.42, 100017, 6418
ASN00041240_precipitation.csv, 23.83, 100017, 23836
ASN00041242_precipitation.csv, 22.42, 100017, 22421
ASN00041250_precipitation.csv, 23.79, 100017, 23790
ASN00041259_precipitation.csv, 20.49, 100017, 20491
ASN00041270_precipitation.csv, 75.70, 40405, 30586
ASN00041275_precipitation.csv, 20.82, 100017, 20819
ASN00041276_precipitation.csv, 23.63, 100017, 23639
ASN00041277_precipitation.csv, 23.74, 100017, 23742
ASN00041285_precipitation.csv, 21.78, 100017, 21784
ASN00041297_precipitation.csv, 49.42, 42491, 20998
ASN00041310_precipitation.csv, 23.42, 100017, 23419
ASN00041314_precipitation.csv, 23.32, 99956, 23310
ASN00041323_precipitation.csv, 19.68, 100017, 19685
ASN00041338_precipitation.csv, 16.96, 100017, 16965
ASN00041339_precipitation.csv, 10.93, 99833, 10912
ASN00041344_precipitation.csv, 19.88, 100017, 19881
ASN00041348_precipitation.csv, 7.60, 100017, 7601
ASN00041359_precipitation.csv, 19.15, 100016, 19156
ASN00041365_precipitation.csv, 6.92, 100017, 6924
ASN00041370_precipitation.csv, 25.61, 100017, 25615
ASN00041371_precipitation.csv, 37.33, 100017, 37336
ASN00041376_precipitation.csv, 24.01, 100017, 24015
ASN00041388_precipitation.csv, 25.50, 100017, 25507
ASN00041391_precipitation.csv, 24.79, 100017, 24795
ASN00041397_precipitation.csv, 23.72, 100017, 23728
ASN00041404_precipitation.csv, 18.41, 100017, 18418
ASN00041405_precipitation.csv, 10.99, 100017, 10990
ASN00041415_precipitation.csv, 7.35, 100017, 7352
ASN00041430_precipitation.csv, 17.70, 100017, 17703
ASN00041445_precipitation.csv, 23.12, 100017, 23122
ASN00041454_precipitation.csv, 18.06, 100017, 18062
ASN00041457_precipitation.csv, 17.19, 100017, 17190
ASN00041464_precipitation.csv, 16.79, 100017, 16789
ASN00041469_precipitation.csv, 19.01, 100017, 19009
ASN00041473_precipitation.csv, 10.13, 99956, 10122
ASN00041489_precipitation.csv, 6.98, 100017, 6978
ASN00041490_precipitation.csv, 7.96, 100017, 7963
ASN00041491_precipitation.csv, 5.80, 100045, 5805
ASN00041493_precipitation.csv, 10.73, 100017, 10732
ASN00041495_precipitation.csv, 7.64, 100017, 7640
ASN00041503_precipitation.csv, 6.98, 100017, 6977
ASN00041504_precipitation.csv, 33.63, 100017, 33636
ASN00041506_precipitation.csv, 7.86, 100017, 7863
ASN00041507_precipitation.csv, 7.90, 100017, 7897
ASN00041508_precipitation.csv, 8.05, 100017, 8055
ASN00041509_precipitation.csv, 12.63, 100017, 12636
ASN00041510_precipitation.csv, 12.55, 100017, 12556
ASN00041512_precipitation.csv, 12.19, 100017, 12190
ASN00041514_precipitation.csv, 7.52, 100017, 7521
ASN00041519_precipitation.csv, 7.64, 100017, 7640
ASN00041522_precipitation.csv, 11.70, 100017, 11703
ASN00041525_precipitation.csv, 9.69, 100008, 9695
ASN00041528_precipitation.csv, 9.36, 100017, 9363
ASN00041529_precipitation.csv, 10.06, 100015, 10064
ASN00041530_precipitation.csv, 8.00, 100017, 8000
ASN00041531_precipitation.csv, 8.45, 100017, 8450
ASN00041532_precipitation.csv, 7.94, 100017, 7942
ASN00041533_precipitation.csv, 7.92, 100017, 7922
ASN00041534_precipitation.csv, 8.54, 100017, 8543
ASN00041535_precipitation.csv, 7.63, 100017, 7628
ASN00041536_precipitation.csv, 8.34, 99956, 8334
ASN00041537_precipitation.csv, 8.49, 100017, 8494
ASN00041540_precipitation.csv, 9.98, 100017, 9985
ASN00041543_precipitation.csv, 9.88, 100017, 9878
ASN00041545_precipitation.csv, 7.55, 100017, 7555
ASN00041546_precipitation.csv, 7.37, 100017, 7367
ASN00041547_precipitation.csv, 7.91, 100017, 7913
ASN00041548_precipitation.csv, 7.72, 100017, 7725
ASN00041550_precipitation.csv, 6.29, 100017, 6289
ASN00041551_precipitation.csv, 7.98, 100017, 7984
ASN00042002_precipitation.csv, 40.13, 100017, 40141
ASN00042004_precipitation.csv, 38.55, 41243, 15899
ASN00042010_precipitation.csv, 92.16, 45961, 42359
ASN00042016_precipitation.csv, 30.81, 100017, 30819
ASN00042023_precipitation.csv, 49.90, 100017, 49906
ASN00042025_precipitation.csv, 8.01, 100017, 8011
ASN00042027_precipitation.csv, 91.58, 40573, 37158
ASN00042030_precipitation.csv, 79.14, 45534, 36034
ASN00042034_precipitation.csv, 31.88, 100017, 31884
ASN00042035_precipitation.csv, 20.87, 100015, 20873
ASN00042036_precipitation.csv, 7.44, 100007, 7440
ASN00042050_precipitation.csv, 16.85, 100017, 16852
ASN00042053_precipitation.csv, 5.88, 100017, 5886
ASN00042059_precipitation.csv, 36.58, 46447, 16990
ASN00042075_precipitation.csv, 23.51, 100017, 23513
ASN00042078_precipitation.csv, 30.53, 100017, 30534
ASN00042086_precipitation.csv, 29.76, 100017, 29770
ASN00042100_precipitation.csv, 10.81, 100017, 10808
ASN00042102_precipitation.csv, 11.24, 100017, 11242
ASN00042104_precipitation.csv, 7.92, 100017, 7918
ASN00042111_precipitation.csv, 2.65, 100017, 2650
ASN00042112_precipitation.csv, 9.89, 100306, 9923
ASN00042115_precipitation.csv, 7.39, 100017, 7393
ASN00042116_precipitation.csv, 7.09, 100017, 7090
ASN00043006_precipitation.csv, 6.48, 100017, 6483
