Iteration,Run,CDF_Threshold,k,sigma,Rounding,Real_Threshold,SigLevel,Studentized_Residuals,SR_Time,Langousis_Min1,Langousis_Min2,Langousis_Min3,Langousis_Time,Anderson_Darling,AD_Time,Cramer_Von_Mises,CVM_Time
157,7,0.99,-0.15,2,1,2.32634787404084,0.01,2.3,0.2395739,0.685141534633081,3.27970547656447,4.85204309195912,0.0083969,1.9,0.1583367,1.9,0.1546539
158,7,0.99,-0.15,2,1,2.32634787404084,0.05,5,0.4409984,0.685141534633081,3.27970547656447,4.85204309195912,0.0084702,1.9,0.1634082,1.9,0.1636682
159,7,0.99,-0.15,2,2,2.32634787404084,0.01,2.32,0.2627318,0.858746769847475,2.92138259181117,4.85801330841652,0.0917355,1.88,1.5297663,1.73,1.4918115
160,7,0.99,-0.15,2,2,2.32634787404084,0.05,2.32,0.2569952,0.858746769847475,2.92138259181117,4.85801330841652,0.0990032,1.88,1.5448597,1.88,1.5376906
161,7,0.99,-0.15,2,3,2.32634787404084,0.01,2.325,2.134233,0.993053786233065,2.93878137288647,4.85951688282532,22.0247641,1.882,14.4865853,1.723,13.9932876
162,7,0.99,-0.15,2,3,2.32634787404084,0.05,2.325,2.2577599,0.993053786233065,2.93878137288647,4.85951688282532,21.9590272,1.882,14.493965,1.867,14.3261189
163,8,0.99,-0.15,2,1,2.32634787404084,0.01,2.3,0.2831249,0.924597454928528,2.5694426328393,4.00904024380456,0.0081233,1.7,0.1499656,1.7,0.1485905
164,8,0.99,-0.15,2,1,2.32634787404084,0.05,2.3,0.2748011,0.924597454928528,2.5694426328393,4.00904024380456,0.0086158,1.7,0.1510375,1.7,0.1471038
165,8,0.99,-0.15,2,2,2.32634787404084,0.01,2.33,0.3617994,1.06801525004892,2.64475657234368,4.18755219612398,0.0938365,1.68,1.4144666,1.68,1.4182528
166,8,0.99,-0.15,2,2,2.32634787404084,0.05,2.33,0.3675193,1.06801525004892,2.64475657234368,4.18755219612398,0.0976383,1.68,1.4189745,1.68,1.4229328
167,8,0.99,-0.15,2,3,2.32634787404084,0.01,2.328,2.7301405,1.23399411459714,2.44086419113204,2.67609995449914,23.107843,1.677,13.9343123,1.677,13.8258723
168,8,0.99,-0.15,2,3,2.32634787404084,0.05,2.328,2.7537491,1.23399411459714,2.44086419113204,2.67609995449914,22.819397,1.677,14.1976086,1.677,13.8565534
169,9,0.99,-0.15,2,1,2.32634787404084,0.01,2.3,0.2651646,1.00205568509486,2.46112782670631,3.3647840891624,0.0080494,1.5,0.1514553,1.5,0.1383896
170,9,0.99,-0.15,2,1,2.32634787404084,0.05,2.3,0.2668906,1.00205568509486,2.46112782670631,3.3647840891624,0.0077354,1.6,0.1454831,1.5,0.1387678
171,9,0.99,-0.15,2,2,2.32634787404084,0.01,2.31,0.3591186,1.11508778967488,2.39915515685133,3.34257605728863,0.0979134,1.5,1.3027148,1.45,1.2797618
172,9,0.99,-0.15,2,2,2.32634787404084,0.05,2.31,0.3518586,1.11508778967488,2.39915515685133,3.34257605728863,0.0993684,1.54,1.3249244,1.52,1.3202335
173,9,0.99,-0.15,2,3,2.32634787404084,0.01,2.312,2.6353958,1.22841163308122,2.39020695590358,3.34280511974189,22.1799724,1.448,12.523215,1.448,12.9503229
174,9,0.99,-0.15,2,3,2.32634787404084,0.05,2.312,2.6413272,1.22841163308122,2.39020695590358,3.34280511974189,22.6858917,1.534,13.5042774,1.522,13.0720424
175,10,0.99,-0.15,2,1,2.32634787404084,0.01,2.3,0.2333417,0.893280425210455,2.47093287632259,3.95693574920147,0.008921,1.4,0.1328439,1.3,0.1279999
176,10,0.99,-0.15,2,1,2.32634787404084,0.05,2.3,0.2247939,0.893280425210455,2.47093287632259,3.95693574920147,0.0088496,7.2,0.3731945,1.4,0.1307056
177,10,0.99,-0.15,2,2,2.32634787404084,0.01,2.33,0.3847491,1.05612890938142,2.38596794960785,3.87756671608502,0.1079756,1.28,1.1851865,0.81,0.8490358
178,10,0.99,-0.15,2,2,2.32634787404084,0.05,2.33,0.3976872,1.05612890938142,2.38596794960785,3.87756671608502,0.1083878,1.44,1.4205811,1.28,1.2577765
179,10,0.99,-0.15,2,3,2.32634787404084,0.01,2.321,2.6244861,1.20495074585462,2.37347119988864,3.88409854948803,24.2053158,1.281,11.7421961,0.827,8.8374281
180,10,0.99,-0.15,2,3,2.32634787404084,0.05,2.321,2.5576367,1.20495074585462,2.37347119988864,3.88409854948803,24.3903889,1.36,12.1295793,1.281,11.7554979
181,1,0.99,-0.1,0.5,1,2.32634787404084,0.01,1.2,0.1016695,1.62857903847919,NaN,NaN,0.0053064,3.5,0.2528004,3.5,0.257637
182,1,0.99,-0.1,0.5,1,2.32634787404084,0.05,1.2,0.0945014,1.62857903847919,NaN,NaN,0.0048774,3.5,0.2549142,3.5,0.2571421
183,1,0.99,-0.1,0.5,2,2.32634787404084,0.01,1.22,0.2561985,1.70865964615174,NaN,NaN,0.0738705,3.45,2.2043043,3.45,2.2156091
184,1,0.99,-0.1,0.5,2,2.32634787404084,0.05,1.22,0.2396624,1.70865964615174,NaN,NaN,0.0720242,3.45,2.2173245,3.45,2.1953733
185,1,0.99,-0.1,0.5,3,2.32634787404084,0.01,1.224,1.9716424,1.68843935235052,NaN,NaN,22.9831194,3.452,18.0375893,3.452,18.0597924
186,1,0.99,-0.1,0.5,3,2.32634787404084,0.05,1.224,1.921563,1.68843935235052,NaN,NaN,25.4834481,3.452,18.3120485,3.452,17.9464807
187,2,0.99,-0.1,0.5,1,2.32634787404084,0.01,1,0.1075506,1.66309210706977,NaN,NaN,0.005567,3.4,0.2485882,3.4,0.2534199
188,2,0.99,-0.1,0.5,1,2.32634787404084,0.05,1,0.0922029,1.66309210706977,NaN,NaN,0.0056172,3.4,0.2744742,3.4,0.2511708
189,2,0.99,-0.1,0.5,2,2.32634787404084,0.01,0.96,0.2511626,1.62180353213767,2.50277388578659,NaN,0.08973,1.92,1.7419593,1.92,1.7394209
190,2,0.99,-0.1,0.5,2,2.32634787404084,0.05,2.38,0.5373642,1.62180353213767,2.50277388578659,NaN,0.0823693,1.92,1.7371019,1.92,1.8660624
191,2,0.99,-0.1,0.5,3,2.32634787404084,0.01,1.31,2.1196833,1.28114921933099,1.64468670727803,1.98520897981957,25.5384321,1.881,16.2514018,1.881,16.294353
192,2,0.99,-0.1,0.5,3,2.32634787404084,0.05,1.31,2.0029832,1.28114921933099,1.64468670727803,1.98520897981957,25.6157606,1.881,16.3335051,1.881,16.28587
193,3,0.99,-0.1,0.5,1,2.32634787404084,0.01,1.6,0.1981163,1.66081293004741,2.11831804980639,NaN,0.0051863,3.3,0.2483997,3.3,0.2483361
194,3,0.99,-0.1,0.5,1,2.32634787404084,0.05,1.6,0.1861765,1.66081293004741,2.11831804980639,NaN,0.0056802,3.3,0.2478012,3.3,0.2518432
195,3,0.99,-0.1,0.5,2,2.32634787404084,0.01,1.64,0.4690068,1.68073013630533,NaN,NaN,0.0845097,3.33,2.1856816,3.33,2.1900955
196,3,0.99,-0.1,0.5,2,2.32634787404084,0.05,1.64,0.4673838,1.68073013630533,NaN,NaN,0.0794985,3.33,2.1855156,3.33,2.3136243
197,3,0.99,-0.1,0.5,3,2.32634787404084,0.01,1.481,2.0423988,1.69290831916858,3.00764821079063,NaN,24.5704524,3.326,17.9201823,3.326,18.0360368
198,3,0.99,-0.1,0.5,3,2.32634787404084,0.05,1.481,2.1177723,1.69290831916858,3.00764821079063,NaN,24.8275289,3.326,17.8385387,3.326,17.9647683
199,4,0.99,-0.1,0.5,1,2.32634787404084,0.01,1.5,0.1996124,1.69097535833981,NaN,NaN,0.0051872,3.4,0.2594034,3.4,0.24789
200,4,0.99,-0.1,0.5,1,2.32634787404084,0.05,1.5,0.1967075,1.69097535833981,NaN,NaN,0.0052563,3.4,0.245112,3.4,0.2521851
201,4,0.99,-0.1,0.5,2,2.32634787404084,0.01,1.6,0.3949517,1.63373391659397,2.41522062768355,NaN,0.0827095,1.71,1.6166389,1.71,1.731493
202,4,0.99,-0.1,0.5,2,2.32634787404084,0.05,1.6,0.4093797,1.63373391659397,2.41522062768355,NaN,0.084223,1.71,1.7746995,1.71,1.6544816
203,4,0.99,-0.1,0.5,3,2.32634787404084,0.01,1.624,1.8486823,1.62049085477814,2.38048964549636,NaN,24.0377534,1.611,15.5975949,1.611,15.2511541
204,4,0.99,-0.1,0.5,3,2.32634787404084,0.05,1.624,1.8438169,1.62049085477814,2.38048964549636,NaN,23.6350531,1.611,15.3762091,1.611,15.2301061
205,5,0.99,-0.1,0.5,1,2.32634787404084,0.01,1.4,0.2843448,2.00466535399823,NaN,NaN,0.004758,3.5,0.2406448,3.5,0.2492467
206,5,0.99,-0.1,0.5,1,2.32634787404084,0.05,1.4,0.2855327,2.00466535399823,NaN,NaN,0.00458,3.5,0.2435,3.5,0.2416696
207,5,0.99,-0.1,0.5,2,2.32634787404084,0.01,1.37,0.4330823,1.93401570473308,2.69710976763251,NaN,0.0844753,3.49,2.1531977,3.49,2.1709803
208,5,0.99,-0.1,0.5,2,2.32634787404084,0.05,1.37,0.4322905,1.93401570473308,2.69710976763251,NaN,0.0800855,3.49,2.1674417,3.49,2.1450601
209,5,0.99,-0.1,0.5,3,2.32634787404084,0.01,1.044,1.3342792,1.46160594900175,1.93295875650574,2.18885448533916,26.0206556,3.493,17.1015444,3.493,17.2276867
210,5,0.99,-0.1,0.5,3,2.32634787404084,0.05,1.376,1.5810415,1.46160594900175,1.93295875650574,2.18885448533916,25.8293569,3.493,17.5387648,3.493,17.2049834
211,6,0.99,-0.1,0.5,1,2.32634787404084,0.01,0.9,0.1041177,1.41125620016243,NaN,NaN,0.0048177,3.5,0.2492831,3.5,0.253528
212,6,0.99,-0.1,0.5,1,2.32634787404084,0.05,1.4,0.2968455,1.41125620016243,NaN,NaN,0.0046923,3.5,0.2588992,3.5,0.2557068
213,6,0.99,-0.1,0.5,2,2.32634787404084,0.01,0.95,0.2419209,1.4087414274886,2.15623504661471,NaN,0.0801438,3.53,2.1515509,3.53,2.184775
214,6,0.99,-0.1,0.5,2,2.32634787404084,0.05,1.6,0.394511,1.4087414274886,2.15623504661471,NaN,0.1096075,3.53,2.1862388,3.53,2.2265687
215,6,0.99,-0.1,0.5,3,2.32634787404084,0.01,1.44,1.9683957,1.41690375417967,2.00374462996519,2.1659174212595,23.9902829,3.531,17.3967771,3.531,17.3477894
216,6,0.99,-0.1,0.5,3,2.32634787404084,0.05,1.44,1.8878571,1.41690375417967,2.00374462996519,2.1659174212595,24.1033822,3.531,17.6441793,3.531,19.2714788
217,7,0.99,-0.1,0.5,1,2.32634787404084,0.01,1.2,0.1261033,1.57053009082102,NaN,NaN,0.0105996,3.6,0.3430525,3.6,0.3378444
218,7,0.99,-0.1,0.5,1,2.32634787404084,0.05,1.6,0.2757316,1.57053009082102,NaN,NaN,0.0060792,3.6,0.3097623,3.6,0.3062107
219,7,0.99,-0.1,0.5,2,2.32634787404084,0.01,1.63,0.4680818,1.6169039159161,2.32206365957439,NaN,0.094626,1.89,2.0422565,1.89,2.0539039
220,7,0.99,-0.1,0.5,2,2.32634787404084,0.05,1.63,0.4369404,1.6169039159161,2.32206365957439,NaN,0.1036602,1.89,2.1598503,1.89,2.2061488
221,7,0.99,-0.1,0.5,3,2.32634787404084,0.01,1.602,2.2403362,1.62377405095872,1.97933360765526,2.30828429145874,27.3019696,1.766,18.2426861,1.634,16.4297893
222,7,0.99,-0.1,0.5,3,2.32634787404084,0.05,1.602,1.9578028,1.62377405095872,1.97933360765526,2.30828429145874,25.2919697,1.766,15.8134778,1.766,15.9445252
223,8,0.99,-0.1,0.5,1,2.32634787404084,0.01,0.9,0.1187257,1.35398869671403,2.47942144620765,NaN,0.0067304,3.6,0.2741344,3.6,0.2512364
224,8,0.99,-0.1,0.5,1,2.32634787404084,0.05,1.5,0.2135555,1.35398869671403,2.47942144620765,NaN,0.0061641,3.6,0.2600362,3.6,0.2544348
225,8,0.99,-0.1,0.5,2,2.32634787404084,0.01,1.48,0.3724719,1.37420372527487,2.48912592870766,3.24214888568728,0.1161178,1.91,1.6770023,1.91,1.7484957
226,8,0.99,-0.1,0.5,2,2.32634787404084,0.05,1.48,0.3872679,1.37420372527487,2.48912592870766,3.24214888568728,0.1172816,1.91,1.8068604,1.91,1.6852627
227,8,0.99,-0.1,0.5,3,2.32634787404084,0.01,1.348,1.9806362,1.39261027694997,2.27981075962974,2.48708888922575,25.6849731,1.886,15.6236496,1.886,15.6448819
228,8,0.99,-0.1,0.5,3,2.32634787404084,0.05,1.348,1.9539133,1.39261027694997,2.27981075962974,2.48708888922575,25.9225474,1.886,15.5826214,1.886,15.6086489
229,9,0.99,-0.1,0.5,1,2.32634787404084,0.01,1.7,0.2609808,1.52951684425201,NaN,NaN,0.0055185,3.5,0.244376,3.5,0.2410192
230,9,0.99,-0.1,0.5,1,2.32634787404084,0.05,1.7,0.2562686,1.52951684425201,NaN,NaN,0.0049849,3.5,0.2458561,3.5,0.2491132
231,9,0.99,-0.1,0.5,2,2.32634787404084,0.01,1.57,0.3570319,1.62445910393857,2.54342160876133,2.95785939354134,0.0922497,1.97,1.7081487,1.97,1.7173869
232,9,0.99,-0.1,0.5,2,2.32634787404084,0.05,1.57,0.3533764,1.62445910393857,2.54342160876133,2.95785939354134,0.1103359,1.97,1.7066934,1.97,1.7284487
233,9,0.99,-0.1,0.5,3,2.32634787404084,0.01,1.254,1.9946221,1.68179485146591,2.55584330228148,2.95856444871702,25.1963225,1.859,18.6894119,1.859,16.0206735
234,9,0.99,-0.1,0.5,3,2.32634787404084,0.05,1.254,1.9567025,1.68179485146591,2.55584330228148,2.95856444871702,24.8370347,1.859,16.1366557,1.859,16.0291226
235,10,0.99,-0.1,0.5,1,2.32634787404084,0.01,1,0.0964543,1.34412622873901,2.27288776333902,NaN,0.0071988,3.6,0.2624277,3.6,0.2664934
236,10,0.99,-0.1,0.5,1,2.32634787404084,0.05,1.5,0.2874745,1.34412622873901,2.27288776333902,NaN,0.005821,3.6,0.2634262,3.6,0.2727441
237,10,0.99,-0.1,0.5,2,2.32634787404084,0.01,1.39,0.3970496,1.40925578160337,2.17721444892903,2.84517449091556,0.0845613,3.6,2.2272056,3.6,2.1615184
238,10,0.99,-0.1,0.5,2,2.32634787404084,0.05,1.39,0.3981586,1.40925578160337,2.17721444892903,2.84517449091556,0.0962209,3.6,2.1746421,3.6,2.2801625
239,10,0.99,-0.1,0.5,3,2.32634787404084,0.01,1.39,2.0175777,1.46364370239878,2.17253854750586,2.82744792976452,24.2220898,3.596,17.2428842,3.596,17.3369794
240,10,0.99,-0.1,0.5,3,2.32634787404084,0.05,1.39,2.0201776,1.46364370239878,2.17253854750586,2.82744792976452,24.4979837,3.596,17.172198,3.596,17.1069854
241,1,0.99,-0.1,1,1,2.32634787404084,0.01,2.3,0.3564083,1.23179173638557,2.47805130436125,NaN,0.0060076,1.7,0.1628406,1.7,0.1578514
242,1,0.99,-0.1,1,1,2.32634787404084,0.05,2.3,0.3573234,1.23179173638557,2.47805130436125,NaN,0.0060142,1.8,0.1662656,1.7,0.1607101
243,1,0.99,-0.1,1,2,2.32634787404084,0.01,2.33,0.466598,1.30360601984738,2.40520311106749,3.33980296985269,0.1064708,1.36,1.2634973,1.35,1.2603999
244,1,0.99,-0.1,1,2,2.32634787404084,0.05,2.33,0.4764182,1.30360601984738,2.40520311106749,3.33980296985269,0.0948047,1.36,1.2705142,1.36,1.2678476
245,1,0.99,-0.1,1,3,2.32634787404084,0.01,2.332,2.6990804,1.37689277953846,2.39292793439942,2.78513437483942,25.4813511,1.355,12.5970382,1.349,12.469429
246,1,0.99,-0.1,1,3,2.32634787404084,0.05,2.332,2.8225102,1.37689277953846,2.39292793439942,2.78513437483942,25.1797062,1.359,13.00859,1.355,13.0734907
247,2,0.99,-0.1,1,1,2.32634787404084,0.01,2.3,0.4086542,1.24929680084822,2.45255085816407,NaN,0.0073328,1.5,0.154611,1.5,0.1512112
248,2,0.99,-0.1,1,1,2.32634787404084,0.05,2.3,0.3780712,1.24929680084822,2.45255085816407,NaN,0.0072215,1.7,0.1689057,1.5,0.1523668
249,2,0.99,-0.1,1,2,2.32634787404084,0.01,2.36,0.4802564,1.32129220328927,2.39611972269488,3.14052950956313,0.1142494,1.46,1.394058,1.46,1.388505
250,2,0.99,-0.1,1,2,2.32634787404084,0.05,2.36,0.4825531,1.32129220328927,2.39611972269488,3.14052950956313,0.1098089,1.46,1.4570969,1.46,1.392262
251,2,0.99,-0.1,1,3,2.32634787404084,0.01,2.347,2.551523,1.39300378876583,2.38505365989891,3.20286618979102,24.8239214,1.462,14.1950453,1.45,13.8161309
252,2,0.99,-0.1,1,3,2.32634787404084,0.05,2.347,2.5623308,1.39300378876583,2.38505365989891,3.20286618979102,24.8254279,1.462,14.0944816,1.462,14.3203591
253,3,0.99,-0.1,1,1,2.32634787404084,0.01,2.3,0.3489157,1.3314720339004,2.54192515499485,NaN,0.0069818,1.6,0.1578253,1.6,0.1561054
254,3,0.99,-0.1,1,1,2.32634787404084,0.05,2.3,0.3524132,1.3314720339004,2.54192515499485,NaN,0.0066481,1.7,0.1611584,1.6,0.15974
255,3,0.99,-0.1,1,2,2.32634787404084,0.01,2.38,0.4613919,1.4020433412311,2.53024944982683,3.90426162739096,0.1099859,1.64,1.4645627,1.62,1.4632221
256,3,0.99,-0.1,1,2,2.32634787404084,0.05,2.38,0.4416772,1.4020433412311,2.53024944982683,3.90426162739096,0.090453,1.64,1.4760474,1.64,1.4574042
257,3,0.99,-0.1,1,3,2.32634787404084,0.01,2.328,2.6397313,1.43350034538351,2.53802162866834,3.86372016667041,25.3683489,1.627,14.6603728,1.583,14.4237182
258,3,0.99,-0.1,1,3,2.32634787404084,0.05,2.328,2.6303725,1.43350034538351,2.53802162866834,3.86372016667041,24.9866974,1.641,14.4876984,1.633,14.4298838
259,4,0.99,-0.1,1,1,2.32634787404084,0.01,1.6,0.2503338,1.53666630085298,2.81400137994551,NaN,0.0064385,1.4,0.1414109,1.3,0.1340032
260,4,0.99,-0.1,1,1,2.32634787404084,0.05,1.6,0.2480383,1.53666630085298,2.81400137994551,NaN,0.0061308,1.4,0.1391003,1.4,0.1413352
261,4,0.99,-0.1,1,2,2.32634787404084,0.01,2.35,0.6086941,1.57975409188642,2.87211660513107,NaN,0.0851046,1.32,1.3682769,1.32,1.4209452
262,4,0.99,-0.1,1,2,2.32634787404084,0.05,2.35,0.6691458,1.57975409188642,2.87211660513107,NaN,0.1161149,1.33,1.3907606,1.33,1.2732371
263,4,0.99,-0.1,1,3,2.32634787404084,0.01,1.741,2.328417,1.64602028485654,2.88054444150578,NaN,24.3509363,1.317,12.4279332,1.317,12.7867822
264,4,0.99,-0.1,1,3,2.32634787404084,0.05,1.741,2.3382677,1.64602028485654,2.88054444150578,NaN,24.3967638,1.331,12.4713362,1.317,12.4057632
265,5,0.99,-0.1,1,1,2.32634787404084,0.01,2.3,0.343113,1.34268942974802,3.08871409177351,NaN,0.0060959,1.6,0.1506008,1.4,0.1374126
266,5,0.99,-0.1,1,1,2.32634787404084,0.05,2.3,0.3321936,1.34268942974802,3.08871409177351,NaN,0.0061192,1.7,0.1689845,1.6,0.1620931
267,5,0.99,-0.1,1,2,2.32634787404084,0.01,2.27,0.6118868,1.43909606738292,3.08845580164697,NaN,0.1035936,1.42,1.3465756,1.26,1.4484636
268,5,0.99,-0.1,1,2,2.32634787404084,0.05,2.27,0.789247,1.43909606738292,3.08845580164697,NaN,0.1246416,1.61,1.4998075,1.59,1.445263
269,5,0.99,-0.1,1,3,2.32634787404084,0.01,2.269,2.4904632,1.57948002894977,2.50178703345638,3.08351889319663,24.8250952,1.422,13.2086968,1.262,12.2731026
270,5,0.99,-0.1,1,3,2.32634787404084,0.05,2.269,2.4882024,1.57948002894977,2.50178703345638,3.08351889319663,24.7662314,1.607,14.4081176,1.592,13.9587093
271,6,0.99,-0.1,1,1,2.32634787404084,0.01,2.3,0.4255099,1.39137213379501,NaN,NaN,0.0069026,1.4,0.1438767,1.2,0.1293918
272,6,0.99,-0.1,1,1,2.32634787404084,0.05,2.3,0.4144336,1.39137213379501,NaN,NaN,0.0063987,2,0.1754785,1.4,0.1445618
273,6,0.99,-0.1,1,2,2.32634787404084,0.01,2.31,0.4824332,1.4994141244984,2.37263411440988,3.67028129792028,0.1083227,1.23,1.2174452,0.94,1.0318138
274,6,0.99,-0.1,1,2,2.32634787404084,0.05,2.31,0.4623917,1.4994141244984,2.37263411440988,3.67028129792028,0.1040836,1.34,1.2812218,1.32,1.2621
275,6,0.99,-0.1,1,3,2.32634787404084,0.01,1.639,2.5245913,1.5832495588439,2.34400703865265,3.04813916789997,26.0479502,1.225,12.4254301,0.948,10.3020345
276,6,0.99,-0.1,1,3,2.32634787404084,0.05,1.639,2.5207496,1.5832495588439,2.34400703865265,3.04813916789997,25.7470111,1.339,12.7508733,1.321,13.0634782
277,7,0.99,-0.1,1,1,2.32634787404084,0.01,2.3,0.4049048,1.31575328104814,2.53921648035192,3.20473105417998,0.0071424,1.5,0.1495285,1.3,0.1335656
278,7,0.99,-0.1,1,1,2.32634787404084,0.05,2.3,0.3931105,1.31575328104814,2.53921648035192,3.20473105417998,0.0068536,1.5,0.1510176,1.5,0.1445216
279,7,0.99,-0.1,1,2,2.32634787404084,0.01,2.33,0.5002314,1.44788725474458,2.43105614462806,2.78407315470402,0.1130862,1.34,1.2832538,1.33,1.3043299
280,7,0.99,-0.1,1,2,2.32634787404084,0.05,2.33,0.4923788,1.44788725474458,2.43105614462806,2.78407315470402,0.1053344,1.52,1.3760797,1.52,1.3795679
281,7,0.99,-0.1,1,3,2.32634787404084,0.01,2.33,2.7007156,1.57288016860494,2.39151755158571,2.79198216436432,26.0392324,1.335,13.0854472,1.332,13.1443358
282,7,0.99,-0.1,1,3,2.32634787404084,0.05,2.33,2.7069067,1.57288016860494,2.39151755158571,2.79198216436432,25.6069239,1.517,13.8925782,1.51,13.7301361
283,8,0.99,-0.1,1,1,2.32634787404084,0.01,2.3,0.3623633,1.3111237026511,2.50901649325818,NaN,0.0064792,1.5,0.1471449,1.5,0.1511874
284,8,0.99,-0.1,1,1,2.32634787404084,0.05,2.3,0.362763,1.3111237026511,2.50901649325818,NaN,0.00593,1.6,0.1579107,1.5,0.1507503
285,8,0.99,-0.1,1,2,2.32634787404084,0.01,2.33,0.4748307,1.43120378354927,2.42014644844498,3.21812683422202,0.101688,1.46,1.3674851,1.46,1.4678492
286,8,0.99,-0.1,1,2,2.32634787404084,0.05,2.33,0.5236693,1.43120378354927,2.42014644844498,3.21812683422202,0.1094703,1.5,1.4612494,1.46,1.4586696
287,8,0.99,-0.1,1,3,2.32634787404084,0.01,2.349,2.4507642,1.51556539785495,2.40159060663136,3.20972938470961,25.3759911,1.374,12.6888119,1.374,12.9827201
288,8,0.99,-0.1,1,3,2.32634787404084,0.05,2.349,2.4770503,1.51556539785495,2.40159060663136,3.20972938470961,25.5826397,1.475,13.1506943,1.461,13.1861786
289,9,0.99,-0.1,1,1,2.32634787404084,0.01,1.6,0.2664935,1.63305401252575,2.45195301281784,NaN,0.0057606,1.5,0.14853,1.5,0.1829617
290,9,0.99,-0.1,1,1,2.32634787404084,0.05,1.6,0.2278739,1.63305401252575,2.45195301281784,NaN,0.0063721,1.6,0.1638312,1.6,0.1786121
291,9,0.99,-0.1,1,2,2.32634787404084,0.01,1.7,0.361563,1.67673906835198,2.39368802374999,3.01355342313132,0.099328,1.37,1.3918033,1.31,1.2981596
292,9,0.99,-0.1,1,2,2.32634787404084,0.05,1.7,0.363044,1.67673906835198,2.39368802374999,3.01355342313132,0.0988683,1.62,1.472305,1.62,1.4647421
293,9,0.99,-0.1,1,3,2.32634787404084,0.01,1.662,1.9343181,1.70371233583349,2.37261534977948,3.0225549308416,24.4181646,1.316,12.8538611,1.311,12.7878893
294,9,0.99,-0.1,1,3,2.32634787404084,0.05,1.662,1.9040127,1.70371233583349,2.37261534977948,3.0225549308416,24.5467257,1.614,14.3722625,1.614,14.1531987
295,10,0.99,-0.1,1,1,2.32634787404084,0.01,2.3,0.3618362,1.36653293930225,NaN,NaN,0.0060351,1.6,0.1536682,1.3,0.1326886
296,10,0.99,-0.1,1,1,2.32634787404084,0.05,2.3,0.3528005,1.36653293930225,NaN,NaN,0.005927,1.8,0.1718279,1.6,0.1549203
297,10,0.99,-0.1,1,2,2.32634787404084,0.01,2.3,0.5292798,1.4854040367126,2.418617042706,3.2158968677433,0.121295,1.36,1.2955341,1.16,1.1703857
298,10,0.99,-0.1,1,2,2.32634787404084,0.05,2.3,0.5039875,1.4854040367126,2.418617042706,3.2158968677433,0.1066135,1.45,1.3448587,1.45,1.3521199
299,10,0.99,-0.1,1,3,2.32634787404084,0.01,2.309,2.6453929,1.53049334081026,2.36556898313782,3.19447948060651,23.8142047,1.361,13.2724733,1.163,11.6800188
300,10,0.99,-0.1,1,3,2.32634787404084,0.05,2.309,2.6594352,1.53049334081026,2.36556898313782,3.19447948060651,23.4122016,1.452,13.2661584,1.433,13.5925831
301,1,0.99,-0.1,2,1,2.32634787404084,0.01,2.3,0.2396745,0.80690438783177,2.45361114859013,3.89341050137191,0.0092221,7.3,0.3715427,1.3,0.1287285
302,1,0.99,-0.1,2,1,2.32634787404084,0.05,2.3,0.2457763,0.80690438783177,2.45361114859013,3.89341050137191,0.0103165,7.3,0.3895023,7.3,0.3685944
303,1,0.99,-0.1,2,2,2.32634787404084,0.01,2.32,0.3813821,0.946918881767159,2.38592508055211,3.92003748472452,0.1253958,1.35,1.2736256,1.3,1.2025826
304,1,0.99,-0.1,2,2,2.32634787404084,0.05,2.32,0.3645161,0.946918881767159,2.38592508055211,3.92003748472452,0.1090525,2.04,1.6524033,1.35,1.2467787
305,1,0.99,-0.1,2,3,2.32634787404084,0.01,2.325,2.3652089,1.06731549424516,2.37619821129053,3.92686771335731,24.1119241,1.346,12.6742374,1.302,12.5332909
306,1,0.99,-0.1,2,3,2.32634787404084,0.05,2.325,2.4282822,1.06731549424516,2.37619821129053,3.92686771335731,24.2806406,2.037,15.5925839,1.346,12.6288893
307,2,0.99,-0.1,2,1,2.32634787404084,0.01,2.3,0.2474034,0.751390283515563,2.42991551868246,4.43027745854808,0.0083288,1.5,0.1383028,1.5,0.1354012
308,2,0.99,-0.1,2,1,2.32634787404084,0.05,2.3,0.2518462,0.751390283515563,2.42991551868246,4.43027745854808,0.0086992,7.1,0.3811827,1.5,0.1400518
309,2,0.99,-0.1,2,2,2.32634787404084,0.01,2.32,0.4061347,0.909501111736833,2.37202542702311,4.4369948434345,0.1460351,1.52,1.3354813,1.51,1.3263944
310,2,0.99,-0.1,2,2,2.32634787404084,0.05,2.32,0.406754,0.909501111736833,2.37202542702311,4.4369948434345,0.110487,7.05,2.5200222,1.52,1.5329125
311,2,0.99,-0.1,2,3,2.32634787404084,0.01,2.326,2.5455157,1.05457100691345,2.36260884880781,4.45224031825627,26.3071703,1.517,12.9585854,1.498,13.0093949
312,2,0.99,-0.1,2,3,2.32634787404084,0.05,2.326,2.4301703,1.05457100691345,2.36260884880781,4.45224031825627,26.2212015,7.055,16.702283,1.517,13.2193187
313,3,0.99,-0.1,2,1,2.32634787404084,0.01,2.3,0.4054064,1.10788674513053,2.45450888550771,NaN,0.0076504,1.7,0.1517522,1.7,0.1519273
314,3,0.99,-0.1,2,1,2.32634787404084,0.05,2.3,0.3861956,1.10788674513053,2.45450888550771,NaN,0.0083174,1.8,0.1575094,1.7,0.1774388
315,3,0.99,-0.1,2,2,2.32634787404084,0.01,2.33,0.3836442,1.20236103864268,2.40837897938621,3.95986129846481,0.1101719,1.69,1.4605835,1.68,1.4715554
